Program,Year,Geo Level,State,Ag District,Ag District Code,County,County ANSI,Commodity,Avrage corn,Avrage soybeen ,CV (%)
SURVEY,2022,COUNTY,IOWA,NORTH CENTRAL,20,WINNEBAGO,189,CORN,217.5,,
SURVEY,2021,COUNTY,IOWA,NORTH CENTRAL,20,WINNEBAGO,189,CORN,197.6,,
SURVEY,2020,COUNTY,IOWA,NORTH CENTRAL,20,WINNEBAGO,189,CORN,207.1,,
SURVEY,2019,COUNTY,IOWA,NORTH CENTRAL,20,WINNEBAGO,189,CORN,198.8,,
SURVEY,2024,COUNTY,IOWA,NORTHEAST,30,WINNESHIEK,191,CORN,212.1,,
SURVEY,2023,COUNTY,IOWA,NORTHEAST,30,WINNESHIEK,191,CORN,195.3,,
SURVEY,2022,COUNTY,IOWA,NORTHEAST,30,WINNESHIEK,191,CORN,212.4,,
SURVEY,2021,COUNTY,IOWA,NORTHEAST,30,WINNESHIEK,191,CORN,199.3,,
SURVEY,2020,COUNTY,IOWA,NORTHEAST,30,WINNESHIEK,191,CORN,178.2,,
SURVEY,2019,COUNTY,IOWA,NORTHEAST,30,WINNESHIEK,191,CORN,200.4,,
SURVEY,2024,COUNTY,IOWA,WEST CENTRAL,40,WOODBURY,193,CORN,206.4,,
SURVEY,2023,COUNTY,IOWA,WEST CENTRAL,40,WOODBURY,193,CORN,168.3,,
SURVEY,2022,COUNTY,IOWA,WEST CENTRAL,40,WOODBURY,193,CORN,200.2,,
SURVEY,2021,COUNTY,IOWA,WEST CENTRAL,40,WOODBURY,193,CORN,206.7,,
SURVEY,2020,COUNTY,IOWA,WEST CENTRAL,40,WOODBURY,193,CORN,191,,
SURVEY,2019,COUNTY,IOWA,WEST CENTRAL,40,WOODBURY,193,CORN,218.2,,
SURVEY,2024,COUNTY,IOWA,NORTH CENTRAL,20,WORTH,195,CORN,198.6,,
SURVEY,2023,COUNTY,IOWA,NORTH CENTRAL,20,WORTH,195,CORN,187.6,,
SURVEY,2022,COUNTY,IOWA,NORTH CENTRAL,20,WORTH,195,CORN,219.4,,
SURVEY,2021,COUNTY,IOWA,NORTH CENTRAL,20,WORTH,195,CORN,207.4,,
SURVEY,2020,COUNTY,IOWA,NORTH CENTRAL,20,WORTH,195,CORN,205.7,,
SURVEY,2019,COUNTY,IOWA,NORTH CENTRAL,20,WORTH,195,CORN,196.5,,
SURVEY,2023,COUNTY,IOWA,NORTH CENTRAL,20,WRIGHT,197,CORN,202.5,,
SURVEY,2022,COUNTY,IOWA,NORTH CENTRAL,20,WRIGHT,197,CORN,209.7,,
SURVEY,2021,COUNTY,IOWA,NORTH CENTRAL,20,WRIGHT,197,CORN,192.2,,
SURVEY,2020,COUNTY,IOWA,NORTH CENTRAL,20,WRIGHT,197,CORN,186,,
SURVEY,2019,COUNTY,IOWA,NORTH CENTRAL,20,WRIGHT,197,CORN,197,,
